UNIQUE_ID,AGE,EDUCATION,MARITAL_STATUS,OCCUPATION,RELATIONSHIP,RACE,GENDER,NATIVE_COUNTRY,EMPLOYER_TYPE,CAPITAL_GAIN,CAPITAL_LOSS,HOURS_PER_WEEK,INCOME_NUM,INCOME
10477,44,hs-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United States,Self-emp-inc,0,0,96,20723,<=50K
10480,38,some-college,Separated,Exec-managerial,Unmarried,White,Male,United States,Private,0,0,40,35281,<=50K
10487,42,some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United States,Private,0,0,38,46234,<=50K
10489,34,masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Private,0,0,45,98970,>50K
1049,44,some-college,Divorced,Farming-fishing,Unmarried,White,Male,United States,Self-emp-not-inc,0,0,40,49760,<=50K
10492,39,hs-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,0,0,40,43950,<=50K
10493,47,prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,United States,Self-emp-not-inc,0,0,40,83901,>50K
10498,43,hs-grad,Divorced,Handlers-cleaners,Not-in-family,White,Male,United States,Private,594,0,16,35596,<=50K
10509,39,bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,0,0,40,63887,>50K
10514,34,hs-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,3908,0,46,37928,<=50K
10531,50,bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Italy,Self-emp-not-inc,0,0,40,77103,>50K
10541,23,12th,Never-married,Other-service,Unmarried,Black,Male,United States,Private,0,0,38,31577,<=50K
10545,28,bachelors,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United States,Local-gov,0,0,65,51636,>50K
10552,31,hs-grad,Never-married,Adm-clerical,Own-child,White,Female,United States,Local-gov,0,0,40,49305,<=50K
10553,48,bachelors,Married-spouse-absent,Sales,Own-child,White,Male,United States,Self-emp-not-inc,0,0,50,75640,>50K
1056,44,some-college,Married-civ-spouse,Sales,Husband,White,Male,United States,Self-emp-inc,0,0,70,68368,>50K
1057,33,10th,Divorced,Transport-moving,Not-in-family,White,Male,United States,Local-gov,0,0,40,48731,<=50K
10578,46,some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United States,Private,0,0,40,48390,<=50K
10590,46,hs-grad,Married-civ-spouse,Other-service,Husband,White,Male,United States,Private,0,0,40,30216,<=50K
10593,48,masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Local-gov,0,0,50,77385,>50K
106,49,9th,Married-spouse-absent,Other-service,Not-in-family,Black,Female,Jamaica,Private,0,0,16,49991,<=50K
10605,26,hs-grad,Never-married,Exec-managerial,Not-in-family,White,Female,United States,Private,0,0,50,31207,<=50K
10617,36,5th-6th,Separated,Machine-op-inspct,Not-in-family,White,Female,United States,Private,0,0,40,26259,<=50K
10619,25,hs-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,United States,Private,0,0,40,44043,<=50K
1062,32,bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,Mexico,Private,0,0,70,23163,<=50K
10620,26,hs-grad,Divorced,Adm-clerical,Unmarried,White,Female,United States,Local-gov,0,0,25,42969,<=50K
10623,37,hs-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,0,0,40,21776,<=50K
10625,23,bachelors,Never-married,Other-service,Own-child,White,Female,United States,Private,0,0,25,23505,<=50K
10626,23,bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United States,State-gov,0,0,40,45240,<=50K
10643,33,hs-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United States,Private,0,0,60,73444,>50K
10648,30,prof-school,Divorced,Sales,Own-child,White,Male,United States,Private,0,0,55,35842,<=50K
1065,20,hs-grad,Never-married,Other-service,Own-child,White,Female,United States,Private,0,0,20,47329,<=50K
10651,38,hs-grad,Never-married,Machine-op-inspct,Other-relative,White,Male,United States,Private,0,0,40,35931,<=50K
10652,24,bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Private,0,0,40,35551,<=50K
10659,28,1st-4th,Never-married,Farming-fishing,Unmarried,White,Male,Mexico,Private,0,0,77,29538,<=50K
1066,35,some-college,Married-civ-spouse,Sales,Husband,White,Male,United States,Self-emp-inc,0,0,60,61718,>50K
10660,21,hs-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,0,0,40,49127,<=50K
10666,38,some-college,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,United States,Private,0,0,50,99221,>50K
10679,36,some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United States,Private,0,0,40,96800,>50K
10688,19,some-college,Never-married,Adm-clerical,Not-in-family,White,Male,United States,Private,0,0,40,38469,<=50K
10695,20,some-college,Never-married,Adm-clerical,Own-child,White,Male,United States,Private,0,0,40,29035,<=50K
10698,30,hs-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United States,Private,0,0,40,20752,<=50K
10705,33,hs-grad,Married-civ-spouse,Other-service,Husband,Black,Male,United States,Self-emp-not-inc,0,0,40,39501,<=50K
10708,28,hs-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,United States,State-gov,0,0,40,24583,<=50K
10714,39,11th,Divorced,Adm-clerical,Unmarried,White,Female,United States,Local-gov,0,0,40,35321,<=50K
10720,37,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,0,0,40,35988,<=50K
1073,37,hs-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,0,0,40,36029,<=50K
10730,33,hs-grad,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Female,Thailand,Private,0,0,35,30336,<=50K
10731,20,some-college,Never-married,Other-service,Own-child,White,Male,United States,Private,0,0,15,20807,<=50K
10737,45,bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,0,0,40,83907,>50K
10741,42,hs-grad,Divorced,Craft-repair,Unmarried,White,Male,United States,Private,0,0,40,25103,<=50K
10745,20,hs-grad,Never-married,Other-service,Unmarried,Black,Female,United States,Private,0,0,25,48342,<=50K
10746,50,bachelors,Divorced,Sales,Not-in-family,White,Male,United States,Private,0,0,45,41949,<=50K
10749,22,hs-grad,Never-married,Craft-repair,Own-child,White,Male,United States,Private,0,0,40,40921,<=50K
10753,38,some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United States,Private,0,0,40,22830,<=50K
10756,40,hs-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United States,Private,0,0,40,26322,<=50K
10763,48,assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Private,0,0,45,32297,<=50K
10764,45,5th-6th,Divorced,Transport-moving,Unmarried,White,Male,United States,Private,0,0,40,31079,<=50K
10767,40,masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,15024,0,50,90561,>50K
10769,24,hs-grad,Never-married,Farming-fishing,Own-child,Black,Male,United States,Private,0,0,50,48880,<=50K
10776,41,hs-grad,Married-civ-spouse,Other-service,Husband,White,Male,United States,Private,0,0,40,24196,<=50K
10778,42,hs-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United States,Self-emp-not-inc,0,0,15,31295,<=50K
10780,34,hs-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,United States,Private,0,0,40,34309,<=50K
10787,33,some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Private,0,0,40,36773,<=50K
10792,38,hs-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,United States,Local-gov,0,0,35,59845,>50K
10794,25,hs-grad,Never-married,Exec-managerial,Not-in-family,White,Male,United States,State-gov,0,0,40,49304,<=50K
10796,31,12th,Separated,Transport-moving,Unmarried,Black,Male,United States,Private,0,0,40,39002,<=50K
10797,18,hs-grad,Never-married,Adm-clerical,Own-child,White,Male,United States,State-gov,0,0,40,27603,<=50K
10798,40,hs-grad,Divorced,Other-service,Not-in-family,Black,Male,United States,Private,0,0,40,20929,<=50K
10801,33,bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United States,Private,2202,0,50,29491,<=50K
10803,50,some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,State-gov,0,0,40,47049,<=50K
10811,20,some-college,Separated,Sales,Unmarried,Black,Female,United States,Private,0,0,40,41918,<=50K
10814,45,1st-4th,Married-civ-spouse,Other-service,Wife,White,Female,El Salvador,Private,0,0,25,47024,<=50K
10819,36,some-college,Married-civ-spouse,Sales,Husband,White,Male,United States,Private,7688,0,45,62250,>50K
10823,19,hs-grad,Never-married,Handlers-cleaners,Own-child,White,Male,United States,Private,0,0,30,32674,<=50K
10824,27,bachelors,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Female,Philippines,Private,0,0,20,48847,<=50K
10835,30,assoc-voc,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,United States,Private,0,0,40,38604,<=50K
1084,45,hs-grad,Widowed,Protective-serv,Not-in-family,White,Male,United States,Local-gov,0,0,40,60880,>50K
10851,22,hs-grad,Never-married,Adm-clerical,Unmarried,Black,Female,United States,Private,0,0,40,21809,<=50K
10852,45,bachelors,Married-civ-spouse,Sales,Husband,White,Male,United States,Local-gov,0,0,40,77099,>50K
10854,43,hs-grad,Divorced,Adm-clerical,Unmarried,White,Female,United States,State-gov,0,0,50,51482,>50K
10856,25,10th,Never-married,Handlers-cleaners,Own-child,Black,Male,United States,Private,0,1602,40,27239,<=50K
10860,26,hs-grad,Married-civ-spouse,Adm-clerical,Husband,Other,Male,United States,Federal-gov,0,0,40,42976,<=50K
10861,33,bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,Canada,Private,0,0,40,44622,<=50K
10863,28,some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United States,Private,0,0,40,44395,<=50K
10867,41,hs-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,0,0,40,64679,>50K
10879,23,some-college,Never-married,Exec-managerial,Own-child,White,Male,United States,Private,0,0,30,40912,<=50K
10888,47,hs-grad,Separated,Adm-clerical,Unmarried,White,Female,United States,Private,0,0,40,26637,<=50K
10890,40,some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,United States,Private,0,0,35,74566,>50K
10912,37,hs-grad,Divorced,Other-service,Not-in-family,White,Male,United States,Private,0,0,40,34819,<=50K
10919,44,some-college,Separated,Sales,Unmarried,White,Male,United States,Self-emp-not-inc,0,0,60,44193,<=50K
10922,25,bachelors,Never-married,Sales,Not-in-family,White,Male,United States,Self-emp-inc,0,0,45,94525,>50K
10925,47,11th,Divorced,Craft-repair,Not-in-family,White,Female,United States,Private,0,0,45,21358,<=50K
10931,35,doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,0,0,45,88472,>50K
10933,21,hs-grad,Never-married,Machine-op-inspct,Own-child,White,Male,United States,Private,2176,0,40,40665,<=50K
10934,35,bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,United States,Private,0,0,40,66068,>50K
10935,30,bachelors,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,Philippines,Private,0,0,40,46338,<=50K
10948,32,hs-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,99999,0,40,51063,>50K
10952,34,some-college,Never-married,Adm-clerical,Unmarried,White,Female,United States,Private,0,0,38,27078,<=50K
10953,28,bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,United States,Private,0,0,40,23491,<=50K
10955,48,some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,United States,Local-gov,0,0,42,70403,>50K
10958,25,hs-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,United States,Private,0,0,50,97387,>50K
10959,23,hs-grad,Never-married,Prof-specialty,Not-in-family,White,Female,United States,Local-gov,0,0,40,39768,<=50K
10961,43,hs-grad,Never-married,Other-service,Unmarried,Black,Female,United States,Private,0,0,40,29745,<=50K
10966,44,some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Self-emp-inc,0,0,58,60230,>50K
10967,34,assoc-acdm,Divorced,Craft-repair,Not-in-family,White,Male,United States,Private,0,0,50,24503,<=50K
10973,42,hs-grad,Divorced,Protective-serv,Unmarried,White,Female,United States,Local-gov,0,0,50,32879,<=50K
10978,34,hs-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,0,0,40,28922,<=50K
1098,40,some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United States,Private,2580,0,40,23763,<=50K
10983,46,hs-grad,Divorced,Handlers-cleaners,Not-in-family,White,Female,United States,Private,0,0,48,26761,<=50K
10984,45,hs-grad,Never-married,Other-service,Unmarried,Black,Female,United States,Private,0,0,40,48543,<=50K
1099,39,bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Self-emp-inc,15024,0,50,90721,>50K
10992,20,some-college,Married-civ-spouse,Sales,Other-relative,White,Female,United States,Private,0,0,30,31202,<=50K
10997,27,11th,Never-married,Craft-repair,Other-relative,White,Male,United States,Private,0,0,60,22701,<=50K
11004,39,hs-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United States,Federal-gov,0,0,50,47711,<=50K
11006,32,some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Self-emp-inc,15024,0,50,64748,>50K
11014,22,hs-grad,Never-married,Other-service,Not-in-family,Black,Male,United States,Private,0,0,80,39950,<=50K
11021,23,hs-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United States,Private,0,0,40,41906,<=50K
11024,20,some-college,Never-married,Adm-clerical,Own-child,White,Female,United States,Private,0,0,46,47571,<=50K
11025,22,assoc-voc,Never-married,Craft-repair,Own-child,White,Male,United States,Private,0,0,40,23530,<=50K
11034,42,assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,Male,United States,Private,0,0,48,31662,<=50K
1104,31,hs-grad,Never-married,Other-service,Own-child,White,Male,United States,Private,0,0,16,48570,<=50K
11045,45,some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,0,0,40,72835,>50K
11049,21,9th,Married-spouse-absent,Handlers-cleaners,Own-child,White,Male,United States,Private,0,0,40,27229,<=50K
11051,38,bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,United States,Private,0,0,40,97824,>50K
11067,29,hs-grad,Divorced,Machine-op-inspct,Unmarried,White,Male,United States,Private,0,0,40,46487,<=50K
11074,30,hs-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,Germany,Private,0,0,50,48990,<=50K
11079,35,prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Federal-gov,0,0,55,22937,<=50K
11084,19,hs-grad,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,United States,Self-emp-not-inc,0,0,30,45383,<=50K
11085,26,hs-grad,Never-married,Sales,Not-in-family,Black,Male,United States,Private,0,0,40,36915,<=50K
11086,38,hs-grad,Married-civ-spouse,Sales,Husband,White,Male,United States,Private,0,1977,99,54831,>50K
11092,19,7th-8th,Never-married,Other-service,Not-in-family,White,Female,United States,Private,0,0,40,48518,<=50K
11099,34,bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,0,0,50,96434,>50K
11102,25,10th,Never-married,Craft-repair,Own-child,White,Male,United States,Private,0,0,40,41695,<=50K
11103,28,bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,United States,Private,0,1564,50,66585,>50K
11104,31,11th,Never-married,Handlers-cleaners,Own-child,White,Male,United States,Private,0,0,25,22152,<=50K
11105,28,bachelors,Never-married,Prof-specialty,Own-child,White,Male,United States,State-gov,6849,0,40,35495,<=50K
11106,37,hs-grad,Divorced,Other-service,Not-in-family,White,Female,United States,Private,0,0,40,47010,<=50K
11109,31,hs-grad,Never-married,Other-service,Not-in-family,White,Male,United States,Private,0,0,40,47989,<=50K
11113,44,hs-grad,Married-civ-spouse,Sales,Husband,White,Male,United States,Private,0,0,60,46174,<=50K
11122,20,some-college,Never-married,Adm-clerical,Own-child,White,Female,United States,Private,0,0,4,32163,<=50K
11124,45,assoc-acdm,Divorced,Machine-op-inspct,Own-child,White,Male,United States,Private,0,0,40,31903,<=50K
11128,48,some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Local-gov,0,0,40,39106,<=50K
11134,36,hs-grad,Separated,Transport-moving,Other-relative,White,Male,Mexico,Private,0,0,60,25656,<=50K
11135,38,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,United States,Private,0,0,40,26051,<=50K
11136,24,hs-grad,Never-married,Tech-support,Not-in-family,White,Female,United States,Local-gov,0,0,40,35334,<=50K
11151,39,assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United States,Private,0,0,40,26063,<=50K
11155,20,11th,Never-married,Craft-repair,Own-child,White,Male,United States,Private,0,0,20,42870,<=50K
11158,21,hs-grad,Never-married,Other-service,Not-in-family,White,Male,United States,Private,0,0,35,25806,<=50K
11164,26,some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,0,0,60,21887,<=50K
11167,49,hs-grad,Divorced,Other-service,Unmarried,White,Female,United States,Local-gov,0,0,40,21804,<=50K
11168,28,hs-grad,Never-married,Prof-specialty,Other-relative,White,Female,United States,Private,0,0,40,40174,<=50K
11169,34,bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,Male,United States,Self-emp-not-inc,0,1887,48,58749,>50K
11173,47,bachelors,Never-married,Craft-repair,Not-in-family,White,Female,United States,Self-emp-not-inc,0,0,40,40319,<=50K
11186,25,bachelors,Never-married,Tech-support,Not-in-family,White,Male,United States,Private,0,0,40,45831,<=50K
11194,47,some-college,Divorced,Exec-managerial,Not-in-family,White,Male,United States,Private,0,0,60,26121,<=50K
11196,36,bachelors,Never-married,Prof-specialty,Own-child,White,Male,United States,Private,0,0,50,28390,<=50K
11198,30,hs-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,United States,Local-gov,0,0,40,73814,>50K
11204,27,bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United States,Private,0,0,40,22701,<=50K
11207,45,bachelors,Married-civ-spouse,Sales,Husband,White,Male,United States,Private,0,1902,45,69544,>50K
1121,48,masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Local-gov,0,0,35,86210,>50K
11215,47,hs-grad,Separated,Craft-repair,Unmarried,Black,Female,United States,Private,0,0,40,23616,<=50K
11217,29,some-college,Never-married,Sales,Unmarried,White,Female,United States,Private,0,0,40,38362,<=50K
11219,37,bachelors,Separated,Other-service,Not-in-family,White,Male,England,Private,0,0,70,43591,<=50K
11222,24,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,United States,Private,2105,0,50,22975,<=50K
11223,39,bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United States,Federal-gov,0,0,60,25828,<=50K
11228,47,masters,Married-civ-spouse,Exec-managerial,Husband,Black,Male,United States,Local-gov,0,1977,50,58569,>50K
1123,34,some-college,Married-civ-spouse,Other-service,Husband,White,Male,United States,Private,0,0,40,30028,<=50K
11231,22,assoc-voc,Never-married,Other-service,Not-in-family,White,Female,United States,Private,0,0,30,23557,<=50K
1124,23,hs-grad,Never-married,Machine-op-inspct,Unmarried,Black,Female,United States,Private,0,0,40,23728,<=50K
11246,29,assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Federal-gov,0,0,40,64596,>50K
11251,40,hs-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United States,Private,0,0,40,26708,<=50K
11256,25,bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United States,Private,3674,0,30,37749,<=50K
11265,36,some-college,Never-married,Sales,Not-in-family,White,Male,United States,Private,0,0,50,23741,<=50K
11274,44,hs-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,United States,Private,0,0,55,43054,<=50K
11285,46,bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,0,1902,50,73661,>50K
11286,49,hs-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,United States,Private,0,0,40,30000,<=50K
11288,50,hs-grad,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,China,Private,0,0,40,21707,<=50K
11291,47,masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Local-gov,7688,0,45,61557,>50K
11297,48,10th,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United States,Private,0,0,40,41261,<=50K
11309,37,hs-grad,Married-civ-spouse,Other-service,Husband,White,Male,United States,Private,0,0,40,44481,<=50K
11312,33,bachelors,Never-married,Handlers-cleaners,Not-in-family,White,Male,United States,Private,0,2001,40,33796,<=50K
11315,37,hs-grad,Never-married,Tech-support,Not-in-family,White,Female,United States,Private,14084,0,35,83696,>50K
11318,29,some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United States,State-gov,0,0,40,32148,<=50K
11325,26,bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United States,Private,0,0,70,46598,<=50K
11329,32,bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United States,Private,0,1876,50,46112,<=50K
11335,35,hs-grad,Divorced,Craft-repair,Unmarried,White,Female,United States,Private,0,0,48,23472,<=50K
11347,22,hs-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United States,Private,0,0,40,36568,<=50K
11351,29,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,United States,Private,0,0,40,27595,<=50K
11354,31,assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,0,0,40,56742,>50K
11355,30,some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,0,2051,40,22288,<=50K
11357,37,masters,Divorced,Prof-specialty,Unmarried,White,Male,United States,Private,0,0,48,43674,<=50K
11358,32,hs-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,United States,Private,0,0,20,49140,<=50K
11370,25,assoc-acdm,Never-married,Tech-support,Not-in-family,White,Female,United States,Private,0,2001,30,49028,<=50K
11372,40,some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United States,Private,0,0,50,95593,>50K
11375,29,hs-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,0,0,40,65397,>50K
11379,38,bachelors,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,Philippines,Private,0,213,40,28002,<=50K
11389,23,bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,0,0,40,46230,<=50K
11398,43,hs-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,United States,Private,0,0,40,37075,<=50K
11406,48,some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Private,0,0,40,20800,<=50K
1141,23,some-college,Never-married,Machine-op-inspct,Own-child,Black,Female,United States,Private,0,0,40,24135,<=50K
11413,19,some-college,Never-married,Sales,Own-child,White,Female,United States,Private,0,0,9,38257,<=50K
1142,43,some-college,Divorced,Adm-clerical,Not-in-family,White,Female,United States,Private,0,0,40,38908,<=50K
11425,50,hs-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Self-emp-not-inc,0,1887,40,69712,>50K
11429,29,hs-grad,Married-civ-spouse,Tech-support,Husband,White,Male,United States,Federal-gov,0,0,40,94144,>50K
1144,24,some-college,Never-married,Tech-support,Not-in-family,White,Female,United States,Private,0,0,37,31990,<=50K
11444,21,11th,Never-married,Prof-specialty,Not-in-family,White,Female,United States,Private,0,0,24,22017,<=50K
11445,28,bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,United States,Private,0,0,40,84148,>50K
1145,28,prof-school,Divorced,Prof-specialty,Unmarried,White,Male,United States,Private,0,0,55,22461,<=50K
11450,45,bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United States,Self-emp-not-inc,0,0,40,35122,<=50K
11453,41,hs-grad,Divorced,Machine-op-inspct,Own-child,White,Male,United States,Private,0,0,40,33082,<=50K
11456,34,some-college,Separated,Exec-managerial,Unmarried,White,Female,United States,Private,0,0,40,41034,<=50K
11461,40,hs-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,United States,Private,0,0,40,32919,<=50K
11467,43,assoc-acdm,Never-married,Adm-clerical,Not-in-family,Black,Female,United States,Private,0,0,45,45523,<=50K
11473,44,bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United States,Private,7298,0,48,83871,>50K
1148,20,some-college,Never-married,Sales,Not-in-family,White,Female,United States,Private,0,0,50,47360,<=50K
11484,34,prof-school,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,India,Private,0,1564,40,92787,>50K
11488,23,9th,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,Philippines,Private,0,0,20,23289,<=50K
11489,37,hs-grad,Married-civ-spouse,Other-service,Husband,White,Male,Guatemala,Private,0,0,40,44392,<=50K
11497,41,hs-grad,Divorced,Craft-repair,Not-in-family,White,Male,United States,Self-emp-inc,0,0,55,47894,<=50K
11501,22,assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,United States,Private,0,0,6,43897,<=50K
11504,47,doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Private,0,0,50,66111,>50K
11507,23,some-college,Never-married,Adm-clerical,Own-child,White,Male,United States,Private,0,0,20,33261,<=50K
11515,19,hs-grad,Never-married,Sales,Own-child,White,Female,United States,Private,0,0,35,27882,<=50K
11517,24,some-college,Never-married,Craft-repair,Not-in-family,White,Male,United States,Private,0,0,40,42780,<=50K
11519,39,bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,State-gov,0,0,45,55494,>50K
11524,29,some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United States,Private,0,0,40,40067,<=50K
11526,47,bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Local-gov,0,0,50,50187,>50K
11533,26,hs-grad,Separated,Other-service,Not-in-family,White,Male,United States,Private,0,0,40,25200,<=50K
11547,39,hs-grad,Divorced,Other-service,Not-in-family,White,Male,United States,Private,0,0,40,37664,<=50K
11548,41,bachelors,Never-married,Craft-repair,Not-in-family,White,Male,United States,Private,0,0,40,39807,<=50K
1155,32,bachelors,Married-civ-spouse,Sales,Husband,White,Male,United States,Private,0,0,40,44440,<=50K
11551,27,hs-grad,Never-married,Machine-op-inspct,Other-relative,White,Male,United States,Private,0,0,1,31990,<=50K
11559,19,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,United States,Private,0,0,60,44469,<=50K
11562,25,hs-grad,Never-married,Craft-repair,Not-in-family,White,Female,United States,Private,0,0,40,49110,<=50K
11572,34,bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Local-gov,0,0,40,79440,>50K
11576,28,bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United States,Private,0,0,50,49396,<=50K
11583,50,some-college,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,Philippines,Private,0,0,40,98479,>50K
11585,43,prof-school,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,United States,Private,99999,0,40,97174,>50K
11586,42,hs-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,United States,Private,0,0,40,39227,<=50K
11590,27,some-college,Never-married,Adm-clerical,Not-in-family,Black,Female,Jamaica,Private,0,0,40,25859,<=50K
11592,30,hs-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United States,Private,0,2057,40,34913,<=50K
11598,33,bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,United States,Private,0,1579,42,35391,<=50K
11601,37,bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,United States,Private,0,0,40,34967,<=50K
11602,34,some-college,Married-civ-spouse,Sales,Husband,White,Male,United States,Private,0,0,60,42519,<=50K
